message_id,timestamp,asset_id,motor_current_peak_amps,motor_current_avg_amps,throw_duration_ms,vibration_peak_g,ambient_temp_c,label_anomaly
b19943f2-f78f-4aab-84fc-a08cbfd6c9ab,2026-08-06T22:19:39.149647Z,PM-42-EAST,5.06,3.47,3005,0.092,35.6,0
35a402d4-5fe3-4108-b9bd-37daab30b78a,2026-08-06T23:19:39.149647Z,PM-42-EAST,5.22,3.31,3186,0.141,24.8,0
49cb77cb-5fbd-4c87-81c1-b92e12f63071,2026-08-06T23:56:39.149647Z,PM-42-EAST,5.46,3.47,3021,0.096,37.5,0
3255d4e7-71b6-4899-b60f-368f6edf3ac7,2026-08-07T00:20:39.149647Z,PM-42-EAST,4.93,3.58,2927,0.078,36.3,0
31430065-d024-4e16-9f1f-44a3ce541842,2026-08-07T00:28:39.149647Z,PM-42-EAST,4.57,3.74,2823,0.129,37.7,0
fe67cc65-7d1d-4398-9885-514b90afcc4a,2026-08-07T01:13:39.149647Z,PM-42-EAST,4.77,3.48,2951,0.089,18.0,0
b03ffef5-76e2-4c7a-b75a-df6d2caafaa1,2026-08-07T01:53:39.149647Z,PM-42-EAST,5.5,3.2,2915,0.072,34.4,0
1f922890-6a98-44cd-a7ee-487479495e2a,2026-08-07T02:15:39.149647Z,PM-42-EAST,4.63,3.48,3006,0.057,36.4,0
75fab48c-58d8-4ac9-84c1-767d04dd1087,2026-08-07T02:27:39.149647Z,PM-42-EAST,5.3,3.46,2943,0.111,33.1,0
c5000120-f71a-465c-a33b-d4ac90ec607f,2026-08-07T03:00:39.149647Z,PM-42-EAST,5.42,3.21,3147,0.086,21.1,0
9b9370c0-70a2-4359-a343-60573c562f14,2026-08-07T03:09:39.149647Z,PM-42-EAST,5.41,3.1,3151,0.079,30.5,0
44ef52a0-e847-4a2e-8d5e-526e5d508308,2026-08-07T03:49:39.149647Z,PM-42-EAST,4.58,3.69,3176,0.129,22.1,0
a7c06c1f-6259-4924-9b19-d0300fcb5627,2026-08-07T04:38:39.149647Z,PM-42-EAST,4.65,3.39,3140,0.075,34.3,0
80481f0f-ea75-4954-9510-6306c6f4641a,2026-08-07T04:50:39.149647Z,PM-42-EAST,4.55,3.01,2832,0.069,27.9,0
432df6ee-0230-4fb5-adcb-86b48c17abb7,2026-08-07T05:02:39.149647Z,PM-42-EAST,5.21,3.53,2853,0.124,35.2,0
b00b5e09-fc59-4271-a491-686aadad0764,2026-08-07T05:17:39.149647Z,PM-42-EAST,4.83,3.22,2863,0.079,33.0,0
c330929a-86e5-4fb6-963f-fbb43e2317d5,2026-08-07T06:00:39.149647Z,PM-42-EAST,4.67,3.07,3047,0.09,17.2,0
8ea0c7a7-ea94-4c63-b1cf-ca09cdf42e86,2026-08-07T06:47:39.149647Z,PM-42-EAST,5.48,3.26,2895,0.116,25.7,0
55bff35f-a5e6-4bd2-8917-75c1de3c1118,2026-08-07T07:12:39.149647Z,PM-42-EAST,4.94,3.47,3005,0.127,32.6,0
c8ef78ce-9e16-48ee-bb33-89ad042fcedf,2026-08-07T07:30:39.149647Z,PM-42-EAST,5.49,3.17,3124,0.125,36.7,0
a5ca4c9d-65c9-48b1-8e43-85276b4dfec4,2026-08-07T07:59:39.149647Z,PM-42-EAST,5.79,3.3,3054,0.108,31.3,1
d0a7dfb1-56a9-463a-a2f2-b9833389669f,2026-08-07T08:49:39.149647Z,PM-42-EAST,5.94,3.32,3125,0.109,31.5,1
97aa4761-64fa-414d-a6ce-c1ea2a4e2bad,2026-08-07T09:37:39.149647Z,PM-42-EAST,5.74,4.08,3411,0.212,15.5,1
c6df0a67-6548-4a05-a334-eb0028f3106a,2026-08-07T10:12:39.149647Z,PM-42-EAST,6.22,4.09,3374,0.209,28.1,1
304bef5c-c093-4ddf-8ffd-faf857018963,2026-08-07T10:28:39.149647Z,PM-42-EAST,6.15,3.98,3623,0.199,22.9,1
3910ac33-1769-422e-b658-b054ca7e3c7a,2026-08-07T11:00:39.149647Z,PM-42-EAST,6.99,4.61,3669,0.245,17.5,1
74286190-2761-4449-98f1-32c5ba0c20ec,2026-08-07T11:50:39.149647Z,PM-42-EAST,6.76,4.74,3843,0.281,20.9,1
2e976143-32a9-42ae-8f29-cf63376b3919,2026-08-07T12:37:39.149647Z,PM-42-EAST,7.78,5.13,4117,0.281,17.3,1
63aa2e6e-8869-466b-900a-475865e6a32b,2026-08-07T13:18:39.149647Z,PM-42-EAST,7.8,5.06,4302,0.366,34.3,1
3a7cf795-f4fc-401d-b978-20b99ba55a45,2026-08-07T13:32:39.149647Z,PM-42-EAST,8.11,4.95,4401,0.368,22.4,1
28ce595b-0255-4c30-9d24-cd4169431ef2,2026-08-07T13:52:39.149647Z,PM-42-EAST,4.65,3.47,3048,0.058,37.4,0
670b85ed-15d8-4ddf-8506-55fe5067567d,2026-08-07T14:04:39.149647Z,PM-42-EAST,4.96,3.76,3166,0.069,30.7,0
d846fc73-20f6-4286-9d9d-ab94e0a12dc7,2026-08-07T14:16:39.149647Z,PM-42-EAST,4.54,3.47,3036,0.112,34.0,0
9823d39c-a1fd-4411-a372-a041f1be4dcb,2026-08-07T14:30:39.149647Z,PM-42-EAST,5.06,3.72,2845,0.141,37.8,0
a581ff61-44e9-46a7-bfdf-6da0374ee296,2026-08-07T14:48:39.149647Z,PM-42-EAST,4.96,3.5,3103,0.109,20.6,0
7375a650-673e-457f-ab24-60aad3d571b6,2026-08-07T15:33:39.149647Z,PM-42-EAST,5.46,3.45,3084,0.109,30.2,0
414b2bce-c3e8-43e3-9f47-d331e1d4aff1,2026-08-07T15:56:39.149647Z,PM-42-EAST,5.5,3.73,3098,0.145,38.3,0
fce02864-68a2-4fc7-a1db-bf5ac3e4dafa,2026-08-07T16:27:39.149647Z,PM-42-EAST,5.33,3.19,2926,0.072,25.4,0
2de29451-afdf-4c98-9e58-3fa092ccf159,2026-08-07T17:16:39.149647Z,PM-42-EAST,5.42,3.59,2813,0.078,34.3,0
35c1fe03-85d2-4b61-892c-84f3b1167617,2026-08-07T17:32:39.149647Z,PM-42-EAST,4.8,3.28,2896,0.072,21.4,0
ee896f76-5434-498a-b55c-f13b40afe9b8,2026-08-07T17:41:39.149647Z,PM-42-EAST,5.25,3.77,2932,0.134,32.3,0
66b6ad08-88c2-48fd-982d-2cf0bfb188dd,2026-08-07T18:33:39.149647Z,PM-42-EAST,4.94,3.63,3055,0.086,25.9,0
c0424dd3-3e42-404f-a82e-11ed56cac99e,2026-08-07T19:18:39.149647Z,PM-42-EAST,4.83,3.13,2991,0.149,39.9,0
9431b94e-ec95-4fce-9ef3-38a9e5f78586,2026-08-07T19:41:39.149647Z,PM-42-EAST,5.04,3.33,3121,0.14,28.7,0
42ec51ab-e073-4a58-976c-902dd8c327f2,2026-08-07T19:52:39.149647Z,PM-42-EAST,5.45,3.42,2948,0.101,16.0,0
360bec4e-f71c-43b9-966b-2f98703f977f,2026-08-07T20:16:39.149647Z,PM-42-EAST,4.56,3.34,3104,0.062,26.6,0
7dd1c399-e3e8-4733-8e89-a950d1238090,2026-08-07T20:58:39.149647Z,PM-42-EAST,4.87,3.18,3099,0.142,37.2,0
8c5086ec-d705-4556-ab4e-2304113d8cdb,2026-08-07T21:23:39.149647Z,PM-42-EAST,5.47,3.38,3193,0.132,39.4,0
b1be39fd-b9db-4029-8394-fa3e7b01f9cf,2026-08-07T21:51:39.149647Z,PM-42-EAST,4.77,3.07,3098,0.126,38.5,0
4b2aa282-e82e-4d41-b04e-4b349732721c,2026-08-07T22:12:39.149647Z,PM-42-EAST,5.1,3.56,2979,0.107,17.8,0
089a6afd-dead-48d1-8794-967064d06630,2026-08-07T22:45:39.149647Z,PM-42-EAST,5.29,3.06,3145,0.052,34.6,0
ab8aa998-e4b2-4677-a33a-10f053a54d1c,2026-08-07T23:43:39.149647Z,PM-42-EAST,4.68,3.63,3005,0.073,24.1,0
7850611f-58d1-424f-be9c-830caeb52dbe,2026-08-08T00:21:39.149647Z,PM-42-EAST,4.52,3.7,3058,0.114,17.7,0
f46c60f2-3322-4ca0-a05b-1fa1ccd01a8a,2026-08-08T00:35:39.149647Z,PM-42-EAST,4.74,3.14,3023,0.052,22.8,0
bb96547d-acd0-4f65-b962-9f7eea16fdc8,2026-08-08T01:28:39.149647Z,PM-42-EAST,5.06,3.33,3113,0.134,19.4,0
cb6e261e-2486-45b2-822b-2b42e0b70713,2026-08-08T01:34:39.149647Z,PM-42-EAST,4.65,3.28,3183,0.14,21.2,0
2fd1710c-1074-447c-aca2-d9043b3b8a69,2026-08-08T01:59:39.149647Z,PM-42-EAST,5.48,3.73,2973,0.072,28.9,0
96ba7294-f01e-4b91-968a-a70b7ec60ba7,2026-08-08T02:35:39.149647Z,PM-42-EAST,5.24,3.56,3128,0.064,21.3,0
b808930d-5064-4ee8-8cb5-afc0d25a3918,2026-08-08T03:06:39.149647Z,PM-42-EAST,4.64,3.42,2878,0.065,38.9,0
b979605f-f2c7-4762-aef5-8665377b891f,2026-08-08T03:32:39.149647Z,PM-42-EAST,5.47,3.12,3124,0.088,39.7,0
5e752de3-7ce1-4391-b2d9-da5f6992fe84,2026-08-08T03:42:39.149647Z,PM-42-EAST,5.37,3.55,2812,0.101,31.2,0
5aa29593-698e-4c59-8539-ee943b4b1f1b,2026-08-08T04:15:39.149647Z,PM-42-EAST,5.15,3.06,2805,0.141,30.9,0
3d97b79c-3456-47f6-82aa-b5fc33197d77,2026-08-08T05:14:39.149647Z,PM-42-EAST,5.08,3.14,2960,0.094,23.9,0
6a3b06b9-0623-4959-a8ce-0feef18e3b6f,2026-08-08T06:02:39.149647Z,PM-42-EAST,4.98,3.18,2990,0.125,32.3,0
acf68b0a-c7af-445e-aa15-65ee664a03f9,2026-08-08T06:39:39.149647Z,PM-42-EAST,4.99,3.75,3015,0.146,19.9,0
201dcb84-5b26-46da-88f5-8a3a145b242e,2026-08-08T07:31:39.149647Z,PM-42-EAST,4.84,3.27,3083,0.111,28.1,0
563fbdff-6e87-4926-830d-5aa0ca971f83,2026-08-08T07:40:39.149647Z,PM-42-EAST,5.06,3.68,3092,0.138,29.2,0
d270c79c-5ab2-422d-8227-fd71006e5431,2026-08-08T07:47:39.149647Z,PM-42-EAST,4.96,3.61,2929,0.085,17.1,0
09abfa8b-9a04-4a68-ac2d-55117c1de95b,2026-08-08T08:10:39.149647Z,PM-42-EAST,4.59,3.34,3078,0.103,39.2,0
4d96b586-2422-421d-9f43-a90e4c455734,2026-08-08T08:18:39.149647Z,PM-42-EAST,5.4,3.33,2930,0.073,24.0,0
d79797f5-424c-41d1-b270-4d11b3d959d2,2026-08-08T08:50:39.149647Z,PM-42-EAST,5.32,3.58,3150,0.069,22.6,0
cbb34913-47b1-4bb6-a6ca-83952e58d959,2026-08-08T09:20:39.149647Z,PM-42-EAST,5.42,3.51,2958,0.071,17.3,0
da3ad4c3-937c-4492-975b-58b89ac90c24,2026-08-08T09:38:39.149647Z,PM-42-EAST,5.09,3.74,3165,0.057,22.6,0
c6671cf7-fd09-44cb-8af7-8dcffd8a9805,2026-08-08T10:23:39.149647Z,PM-42-EAST,5.2,3.27,3072,0.138,18.8,0
b2293c7b-d8da-4cf5-8f06-442c1544aa56,2026-08-08T11:01:39.149647Z,PM-42-EAST,4.51,3.39,3082,0.091,39.0,0
58bf8bf9-3672-40f6-9efa-4ac15c8f9547,2026-08-08T11:27:39.149647Z,PM-42-EAST,4.9,3.74,2918,0.102,34.2,0
bf86ca1d-0fc4-4079-9b23-e1bd759d0ea5,2026-08-08T12:02:39.149647Z,PM-42-EAST,5.23,3.61,2949,0.054,28.3,0
0bb8be3d-6d71-436b-895a-311cd6491a85,2026-08-08T12:12:39.149647Z,PM-42-EAST,4.85,3.1,2967,0.144,36.7,0
f1173f2e-36fd-4db3-984c-bcb97b032984,2026-08-08T12:29:39.149647Z,PM-42-EAST,5.15,3.58,3030,0.082,16.7,0
17d0b1c1-591d-4c97-942c-89d06fd2d0a2,2026-08-08T12:55:39.149647Z,PM-42-EAST,4.83,3.74,2954,0.056,20.9,0
51053a48-7d2c-4f40-85b7-07894baa7e20,2026-08-08T13:26:39.149647Z,PM-42-EAST,5.39,3.04,3080,0.093,32.4,0
4266842c-250d-45d2-a3d7-576a58709ef3,2026-08-08T14:20:39.149647Z,PM-42-EAST,4.6,3.79,2927,0.121,17.9,0
4e4af94f-a8f0-480a-9c95-c50419bfbe3a,2026-08-08T15:05:39.149647Z,PM-42-EAST,5.12,3.2,3119,0.131,33.6,0
d65d631e-f7b6-44d1-8861-98795210348d,2026-08-08T15:28:39.149647Z,PM-42-EAST,5.45,3.72,2915,0.054,35.2,0
aa60422c-f7b4-4344-aefc-1329cb4e6990,2026-08-08T16:14:39.149647Z,PM-42-EAST,4.98,3.69,3059,0.085,38.3,0
365ae438-76f6-4d4b-b000-6276d54d0234,2026-08-08T16:27:39.149647Z,PM-42-EAST,5.45,3.54,2988,0.126,22.9,0
2ac16e4f-924d-4057-818f-16384f5d19bd,2026-08-08T16:49:39.149647Z,PM-42-EAST,4.85,3.78,2990,0.096,32.3,0
74323ff4-613c-416c-9c77-e2c81fe48157,2026-08-08T17:11:39.149647Z,PM-42-EAST,4.75,3.05,3037,0.051,25.0,0
77f32fb0-e532-40e8-aacc-49a439aa82a2,2026-08-08T17:51:39.149647Z,PM-42-EAST,4.92,3.0,3176,0.111,19.2,0
c8494590-afae-4452-861a-fbeac62adb10,2026-08-08T18:48:39.149647Z,PM-42-EAST,5.13,3.66,2830,0.064,15.5,0
35a619ab-3b2c-47f9-9198-94747644a3d2,2026-08-08T19:46:39.149647Z,PM-42-EAST,5.48,3.33,3105,0.076,34.8,0
01d696bb-010b-46ba-80fb-fac91a18c87d,2026-08-08T20:02:39.149647Z,PM-42-EAST,4.6,3.6,3112,0.108,18.1,0
28ca6953-ab15-4736-abb9-badb3f444617,2026-08-08T20:15:39.149647Z,PM-42-EAST,5.07,3.48,2970,0.123,38.4,0
9fa99b25-39d9-46ed-9d29-68b62103e1f5,2026-08-08T20:51:39.149647Z,PM-42-EAST,5.1,3.52,2864,0.085,24.8,0
b0f2607f-4f81-47d1-8d52-6c080c9fbf11,2026-08-08T21:20:39.149647Z,PM-42-EAST,4.83,3.57,2953,0.145,15.7,0
35a6252d-1531-4473-bed8-4a7d0f20423b,2026-08-08T21:39:39.149647Z,PM-42-EAST,5.04,3.57,2844,0.115,28.4,0
57a41a72-c3a4-4970-bce7-377d40ca75d9,2026-08-08T22:34:39.149647Z,PM-42-EAST,4.69,3.5,2910,0.131,39.3,0
3ffcc975-93a3-40bb-a305-1151c0734d47,2026-08-08T22:51:39.149647Z,PM-42-EAST,5.15,3.14,3010,0.07,23.4,0
06f29462-7063-442b-96c6-752a170a3da6,2026-08-08T23:37:39.149647Z,PM-42-EAST,5.03,3.49,2956,0.098,29.3,0
55a12336-198f-4edb-a8fe-1082df372b06,2026-08-08T23:55:39.149647Z,PM-42-EAST,5.5,3.1,2984,0.068,18.0,0
2bdebecb-7138-4b8a-a64b-bec9a321f1db,2026-08-09T00:50:39.149647Z,PM-42-EAST,4.82,3.24,2878,0.055,17.1,0
281617f1-3f6f-42c4-9bfa-cabdb55e3243,2026-08-09T01:29:39.149647Z,PM-42-EAST,5.49,3.32,2880,0.138,31.3,0
5d797765-d5b9-4d7c-8e8b-90b0b700fa87,2026-08-09T01:36:39.149647Z,PM-42-EAST,4.87,3.62,2912,0.074,24.5,0
90510d09-56b4-498a-8ac9-f261416f0cc3,2026-08-09T01:42:39.149647Z,PM-42-EAST,5.39,3.59,3100,0.131,38.1,0
d6ab2069-c7e2-4cbf-a756-994fdda7ad4f,2026-08-09T02:15:39.149647Z,PM-42-EAST,4.68,3.05,3065,0.11,39.5,0
819b49e8-07ae-4853-97f2-052030f317fd,2026-08-09T02:32:39.149647Z,PM-42-EAST,4.74,3.21,2965,0.062,36.7,0
1badbe3a-eae1-417d-af88-2722ca45847b,2026-08-09T02:39:39.149647Z,PM-42-EAST,4.84,3.02,2988,0.148,30.0,0
eb0febed-80b8-4169-b763-8850c262db89,2026-08-09T03:32:39.149647Z,PM-42-EAST,5.44,3.17,2849,0.131,26.4,0
0c5c8c11-eaf0-4ea2-ace6-bf9046e98627,2026-08-09T03:46:39.149647Z,PM-42-EAST,5.07,3.22,2956,0.065,34.4,0
391e8a14-9cf5-40c3-a416-a698974378b5,2026-08-09T04:23:39.149647Z,PM-42-EAST,4.98,3.41,2954,0.134,15.9,0
c9f5be17-0573-4a34-8bc6-ae4e85b282c0,2026-08-09T04:39:39.149647Z,PM-42-EAST,5.27,3.75,2945,0.065,36.0,0
e9df0305-3087-4b03-80e4-e45e81f3c0b4,2026-08-09T04:58:39.149647Z,PM-42-EAST,4.8,3.17,3020,0.1,18.4,0
e60690d2-c0b2-4a83-9b72-9a1518f16593,2026-08-09T05:19:39.149647Z,PM-42-EAST,4.99,3.56,2947,0.096,22.3,0
153db361-7ab0-415c-acc1-41fe5f8bb32a,2026-08-09T06:09:39.149647Z,PM-42-EAST,5.45,3.17,3127,0.132,22.4,0
9d81b274-18f0-4940-aff3-dcaaada6a8ee,2026-08-09T06:22:39.149647Z,PM-42-EAST,5.49,3.45,3057,0.119,30.2,0
ad6d0108-a974-4107-8d1f-f029cc0e21a6,2026-08-09T07:01:39.149647Z,PM-42-EAST,5.09,3.35,3118,0.077,38.1,0
3d376fc0-d954-4e04-bc12-6cba09875915,2026-08-09T07:16:39.149647Z,PM-42-EAST,5.16,3.02,2999,0.076,17.1,0
14939255-7460-4f9d-93ea-03d69d1894cc,2026-08-09T07:32:39.149647Z,PM-42-EAST,4.9,3.65,2822,0.105,19.2,0
fb332119-6519-4989-8664-c05aed4af33f,2026-08-09T07:40:39.149647Z,PM-42-EAST,5.09,3.61,3015,0.146,23.4,0
0d330c66-c226-4fb2-a54d-ae4bda479d7d,2026-08-09T08:01:39.149647Z,PM-42-EAST,4.9,3.41,2805,0.111,20.6,0
671b6919-e3dc-469a-a4bd-5e4fa64b1f91,2026-08-09T09:00:39.149647Z,PM-42-EAST,4.7,3.16,3131,0.123,24.0,0
af7b079f-d459-41f3-b18f-597e7fc6cfd5,2026-08-09T09:51:39.149647Z,PM-42-EAST,5.45,3.02,3153,0.121,30.4,0
83b38829-d036-4363-9a66-19b0b62a511b,2026-08-09T10:21:39.149647Z,PM-42-EAST,4.68,3.45,2863,0.114,34.5,0
1c2a40d2-d44b-4dc4-819a-3d3a28260f51,2026-08-09T10:58:39.149647Z,PM-42-EAST,5.48,3.42,3179,0.131,34.1,0
8eea1065-64fa-49cd-938e-7ce16e08a97a,2026-08-09T11:41:39.149647Z,PM-42-EAST,5.25,3.7,3059,0.126,30.2,0
c2f3de01-85bc-4f5e-90da-6d14975a9880,2026-08-09T12:03:39.149647Z,PM-42-EAST,5.39,3.72,3109,0.099,35.7,0
a4752186-5f02-4ebb-ad14-b2f329110206,2026-08-09T12:37:39.149647Z,PM-42-EAST,5.47,3.57,2887,0.119,37.2,0
5bda673e-c347-4d92-8783-45e3d2df0a41,2026-08-09T13:31:39.149647Z,PM-42-EAST,5.16,3.03,3151,0.083,19.6,0
0991272e-3b52-4e0a-a36a-27a0585fda43,2026-08-09T14:22:39.149647Z,PM-42-EAST,5.0,3.49,2918,0.069,23.7,0
b0e4a5b3-b5e9-49f5-9350-5b02da590d92,2026-08-09T14:50:39.149647Z,PM-42-EAST,4.72,3.14,3063,0.088,20.8,0
7ba8cda3-3277-40a4-a102-9d8b75dc7fe2,2026-08-09T15:22:39.149647Z,PM-42-EAST,4.65,3.61,2869,0.06,18.8,0
f2bbc0e1-99dd-40b3-a039-73d66b3856d7,2026-08-09T16:08:39.149647Z,PM-42-EAST,5.5,3.44,3156,0.106,39.8,0
a5cad89a-be1c-4fa8-8b4f-f5ff8b09071e,2026-08-09T16:52:39.149647Z,PM-42-EAST,4.5,3.09,2875,0.146,27.1,0
4d6e5538-f8d6-4971-a506-626a8883e308,2026-08-09T16:57:39.149647Z,PM-42-EAST,5.3,3.67,3178,0.074,24.3,0
67f33ef5-dbc4-40a3-a3d1-22571075886f,2026-08-09T17:37:39.149647Z,PM-42-EAST,5.25,3.43,2813,0.071,37.9,0
d6b39839-5b12-400f-aae5-6753f877aaae,2026-08-09T17:56:39.149647Z,PM-42-EAST,4.56,3.72,2988,0.125,37.9,0
a8eb474c-60d6-4a4e-846b-e242eb98bc4c,2026-08-09T18:48:39.149647Z,PM-42-EAST,4.84,3.66,2916,0.079,37.2,0
a58e8257-66f8-47e6-b1f1-c509864c98cf,2026-08-09T19:30:39.149647Z,PM-42-EAST,4.72,3.18,2986,0.149,20.1,0
232f5bcd-ea9f-404e-bad7-077108c8b100,2026-08-09T19:36:39.149647Z,PM-42-EAST,4.98,3.15,2889,0.116,32.2,0
f11adf4b-046a-4cf7-8fae-1735b3f64fcb,2026-08-09T20:03:39.149647Z,PM-42-EAST,4.68,3.19,3009,0.118,36.2,0
6b485989-81ed-4dd8-8dc7-71a8d9052937,2026-08-09T20:51:39.149647Z,PM-42-EAST,5.37,3.55,3019,0.148,27.6,0
0d9c8fd2-8707-45bc-8f92-1ececb473706,2026-08-09T21:31:39.149647Z,PM-42-EAST,4.54,3.74,3010,0.054,17.9,0
5268f74f-edc0-4ba3-9b5a-574f94df8997,2026-08-09T21:56:39.149647Z,PM-42-EAST,5.43,3.8,2970,0.101,20.1,0
30a8d3e8-2327-4c2a-aee5-ed656feb038e,2026-08-09T22:42:39.149647Z,PM-42-EAST,4.97,3.11,3003,0.072,19.8,0
e8ae2747-0a26-49bd-9080-34ff62341b26,2026-08-09T23:37:39.149647Z,PM-42-EAST,5.01,3.37,3044,0.109,20.2,0
634e8727-1092-445d-a024-66c427a4aae7,2026-08-09T23:45:39.149647Z,PM-42-EAST,5.32,3.11,2813,0.146,36.7,0
d3d15386-371b-4190-9298-78578298f38e,2026-08-09T23:52:39.149647Z,PM-42-EAST,4.6,3.22,3148,0.072,19.2,0
cf22c908-f8bb-40c9-8ee8-5e6b6fc383ac,2026-08-10T00:16:39.149647Z,PM-42-EAST,5.04,3.12,2860,0.12,39.3,0
f5f7d77c-94ea-4cc5-9f28-47a3ba19d453,2026-08-10T00:51:39.149647Z,PM-42-EAST,4.66,3.79,2993,0.126,20.6,0
56e6a081-97f8-48a2-ae3a-86fb470f9852,2026-08-10T01:34:39.149647Z,PM-42-EAST,5.22,3.59,2869,0.146,37.4,0
c9f76608-b3b0-44c7-8c5a-63788843d50a,2026-08-10T02:03:39.149647Z,PM-42-EAST,5.5,3.56,3107,0.086,32.1,1
176693f3-2018-499e-bc98-52fbe74a4d5c,2026-08-10T02:27:39.149647Z,PM-42-EAST,5.99,3.5,3530,0.146,37.0,1
0a7a0433-8d58-4126-9798-53d4e93edb9e,2026-08-10T02:43:39.149647Z,PM-42-EAST,6.1,3.81,3684,0.197,16.5,1
d2ef1ffb-2b94-4e10-85d3-a5271317c7fa,2026-08-10T03:38:39.149647Z,PM-42-EAST,6.5,3.88,3564,0.238,37.4,1
2920db60-ee23-4fbb-827d-b6fd34093177,2026-08-10T04:21:39.149647Z,PM-42-EAST,6.71,4.07,3728,0.208,18.2,1
e22fc2b1-fd7c-479e-9628-fa90488867ee,2026-08-10T05:15:39.149647Z,PM-42-EAST,6.74,4.36,3817,0.281,36.3,1
fade06cb-7e70-4a76-9aba-27822806e552,2026-08-10T06:01:39.149647Z,PM-42-EAST,7.18,4.75,4250,0.272,17.2,1
5604e1fb-64b8-4591-baa6-237ef805f7ff,2026-08-10T07:00:39.149647Z,PM-42-EAST,7.11,5.08,4190,0.342,20.1,1
52c58956-787f-4df6-a9b4-6f96368b2dd5,2026-08-10T07:42:39.149647Z,PM-42-EAST,7.09,5.15,4245,0.403,27.3,1
325d08a0-9eb4-48e4-8d74-52ad7e23adf6,2026-08-10T08:19:39.149647Z,PM-42-EAST,7.6,5.08,4470,0.356,26.0,1
621e9458-5724-4043-8b39-64a84b2fed14,2026-08-10T08:58:39.149647Z,PM-42-EAST,4.72,3.78,2939,0.1,15.4,0
59877397-2fd5-40cf-85a2-f2bf328880fe,2026-08-10T09:58:39.149647Z,PM-42-EAST,5.46,3.5,2993,0.11,25.7,0
5d4e931a-c724-4777-bbc3-b94ba44aa4f1,2026-08-10T10:33:39.149647Z,PM-42-EAST,4.95,3.37,3098,0.055,23.8,0
b990ebef-89f4-4b9d-83cf-9f3dbf119c6a,2026-08-10T10:49:39.149647Z,PM-42-EAST,5.45,3.15,3045,0.139,39.3,0
095038f2-e728-424b-bd30-721d20ffb520,2026-08-10T11:44:39.149647Z,PM-42-EAST,5.49,3.61,3116,0.144,36.0,0
cf0ea9b0-592f-425e-a85a-6080c5553d8d,2026-08-10T12:44:39.149647Z,PM-42-EAST,5.31,3.57,3130,0.07,15.8,0
a20f5823-3b1b-4ad7-a3fb-472d495f6a07,2026-08-10T12:52:39.149647Z,PM-42-EAST,4.81,3.58,2881,0.056,23.4,0
603afd82-3146-4f65-8a67-9fff20ba99c1,2026-08-10T13:22:39.149647Z,PM-42-EAST,4.92,3.31,3039,0.128,36.3,0
8f3d79a6-c02f-486b-a294-06266ad9402a,2026-08-10T13:54:39.149647Z,PM-42-EAST,5.12,3.6,2972,0.082,30.7,0
