message_id,timestamp,asset_id,motor_current_peak_amps,motor_current_avg_amps,throw_duration_ms,vibration_peak_g,ambient_temp_c,label_anomaly
8675a9c3-ea14-469b-9010-a9db707d4ac1,2026-08-05T17:12:22.905810Z,PM-42-EAST,5.29,3.65,2900,0.132,24.1,0
1aa837fe-776e-425e-a000-c15ee49f9917,2026-08-05T02:52:22.905810Z,PM-42-EAST,5.24,3.4,3178,0.083,33.6,0
e9cb11c2-0267-42da-a6aa-a1b1ea538d68,2026-08-04T13:23:22.905810Z,PM-42-EAST,5.06,3.74,2956,0.108,33.7,0
d5cc0b68-1b91-4da2-8e4c-831e00c1155a,2026-08-04T23:06:22.905810Z,PM-42-EAST,4.86,3.16,3101,0.1,23.8,0
b1250822-9aab-4554-ba30-e67380e67c36,2026-08-05T14:17:22.905810Z,PM-42-EAST,4.94,3.03,2986,0.089,21.8,0
0166546c-df3a-4864-9d86-a0697045b764,2026-08-05T20:46:22.905810Z,PM-42-EAST,4.72,3.74,2945,0.068,18.0,0
669e8b8e-4123-450d-9598-a424faadc430,2026-08-05T01:33:22.905810Z,PM-42-EAST,5.37,3.14,2959,0.091,22.9,0
cd0d03a3-1336-48fe-a85a-f1dca60fa62e,2026-08-05T14:38:22.905810Z,PM-42-EAST,4.71,3.39,2877,0.1,34.9,0
6f23c87f-fa4c-4b1d-8cfd-a803fc334cd5,2026-08-05T04:26:22.905810Z,PM-42-EAST,5.49,3.33,2929,0.078,17.0,0
82f03232-426a-4c76-8556-634f62128c16,2026-08-05T04:12:22.905810Z,PM-42-EAST,5.27,3.75,2929,0.096,25.7,0
bcad398c-7e92-42d2-8f90-d448322a970a,2026-08-05T16:07:22.905810Z,PM-42-EAST,5.26,3.77,3118,0.147,31.0,0
b3e80650-124a-46c5-9f15-35b6190d5cb5,2026-08-05T05:06:22.905810Z,PM-42-EAST,4.73,3.44,3006,0.078,25.7,0
ea3a3936-acb9-41c3-a175-7a4a33486517,2026-08-06T02:33:22.905810Z,PM-42-EAST,4.54,3.63,2858,0.074,18.1,0
015887d8-ca73-4eb9-a5f8-ed5e6e02f260,2026-08-05T09:50:22.905810Z,PM-42-EAST,4.9,3.0,3140,0.138,25.7,0
0b039bbf-1933-4394-814d-917861543a9a,2026-08-06T08:18:22.905810Z,PM-42-EAST,5.48,3.35,2958,0.095,38.4,0
822a213d-8f4f-4020-9d24-d2098e9342dd,2026-08-05T10:54:22.905810Z,PM-42-EAST,5.46,3.55,3062,0.131,24.1,0
e6a0d146-bed5-4e03-af11-989d05bbdf92,2026-08-05T03:16:22.905810Z,PM-42-EAST,4.74,3.49,2965,0.089,32.1,0
32a95af2-550d-4915-b55f-df51a1ebd53e,2026-08-06T07:58:22.905810Z,PM-42-EAST,5.41,3.3,2937,0.064,16.6,0
fe53f9f8-18a0-4a03-ade7-71c9342bf868,2026-08-06T06:21:22.905810Z,PM-42-EAST,5.05,3.05,3179,0.057,20.7,0
2825cd79-b3d0-4d49-9c12-aefa55e91b99,2026-08-05T00:02:22.905810Z,PM-42-EAST,4.81,3.28,2983,0.106,16.8,0
124a90c8-c586-4ac7-9b91-f4b3eba1f93b,2026-08-04T19:01:22.905810Z,PM-42-EAST,4.71,3.74,3058,0.094,16.8,0
9b543289-8e2c-4f09-8415-1bcb766b6195,2026-08-05T08:42:22.905810Z,PM-42-EAST,4.51,3.11,3053,0.12,29.5,0
f13e9e6b-b639-429d-9b0d-b5d2432d7224,2026-08-05T22:53:22.905810Z,PM-42-EAST,4.75,3.15,2814,0.117,30.7,0
2b1bfd04-14c5-4501-a4c6-134a43443140,2026-08-04T13:58:22.905810Z,PM-42-EAST,7.61,5.74,4156,0.364,18.8,1
0d3a9ed7-bec3-4c6f-ae3b-3d883935e878,2026-08-04T17:51:22.905810Z,PM-42-EAST,4.62,3.65,2820,0.092,26.7,0
c55e55a7-6254-4da3-980b-a439214b8c0e,2026-08-06T09:38:22.905810Z,PM-42-EAST,5.18,3.76,3154,0.123,38.1,0
441df815-b06e-4439-9376-9af193c59d62,2026-08-05T16:46:22.905810Z,PM-42-EAST,4.72,3.09,2944,0.063,32.5,0
a29d0178-e67a-4b10-81ff-9f026829d403,2026-08-05T19:18:22.905810Z,PM-42-EAST,4.68,3.64,3188,0.104,19.4,0
3d7c68a9-4da0-4a75-867e-2e01e91a70e2,2026-08-06T12:08:22.905810Z,PM-42-EAST,5.47,3.0,2906,0.073,36.8,0
b9981ab7-3f96-4f2f-8e3a-d27f3fd04d61,2026-08-06T06:46:22.905810Z,PM-42-EAST,5.03,3.38,2891,0.129,29.9,0
14699a1f-6431-4354-b38b-342430246631,2026-08-05T17:51:22.905810Z,PM-42-EAST,4.69,3.74,2800,0.071,23.9,0
9eb1b986-f609-4263-84b8-2d2d05fe4d87,2026-08-05T15:10:22.905810Z,PM-42-EAST,4.6,3.04,3139,0.083,22.7,0
bb5a2052-852d-4866-b27f-9fa689631c8f,2026-08-05T08:03:22.905810Z,PM-42-EAST,5.47,3.43,2969,0.118,15.4,0
5e4a4826-71e4-4498-9ff5-f89d378fb6c4,2026-08-05T06:12:22.905810Z,PM-42-EAST,5.37,3.66,3173,0.139,23.6,0
d1027834-b81b-4c81-ad36-990b22eaa907,2026-08-06T10:26:22.905810Z,PM-42-EAST,4.83,3.33,2993,0.107,33.8,0
9f052028-d483-4395-99d8-c063a79d7f87,2026-08-04T14:58:22.905810Z,PM-42-EAST,4.59,3.05,2985,0.06,15.9,0
2a18174f-e6ba-4923-8556-df8dd3a756cb,2026-08-06T10:45:22.905810Z,PM-42-EAST,4.87,3.33,2804,0.134,22.8,0
ffb1a9bf-921b-4399-92a9-4971e927d291,2026-08-06T06:48:22.905810Z,PM-42-EAST,5.35,3.26,2882,0.107,25.6,0
e93220ca-e5a6-48d5-a7ba-c5e04bf6bd93,2026-08-05T11:20:22.905810Z,PM-42-EAST,4.78,3.79,3087,0.119,35.5,0
620a1f78-bbd7-49d9-ba08-091dac2252d0,2026-08-06T05:42:22.905810Z,PM-42-EAST,5.0,3.3,2986,0.054,37.5,0
408b6269-7802-4e8f-8b16-8ad6ee2f65e2,2026-08-05T09:38:22.905810Z,PM-42-EAST,5.02,3.79,3031,0.065,34.5,0
de98fd42-f10a-41cf-b016-23f74e127e8c,2026-08-04T20:24:22.905810Z,PM-42-EAST,4.67,3.42,3070,0.133,19.7,0
6614f59d-0a68-4d1c-a729-97336080ea6a,2026-08-06T11:18:22.905810Z,PM-42-EAST,5.23,3.67,3195,0.058,19.0,0
8562b645-205f-43ce-94c7-ce68de2e5e88,2026-08-06T01:50:22.905810Z,PM-42-EAST,4.55,3.29,2834,0.071,27.2,0
906a7b13-5b3e-4ee1-a41b-a75ab4d01b7e,2026-08-05T17:23:22.905810Z,PM-42-EAST,4.69,3.47,2976,0.103,38.8,0
fbe546c8-69ea-420f-a587-df22f44a477a,2026-08-07T01:00:22.905810Z,PM-42-EAST,5.13,3.49,2889,0.094,28.5,0
a9533d0d-26dc-452b-b538-a25b455756ad,2026-08-06T00:48:22.905810Z,PM-42-EAST,7.57,4.6,4592,0.353,35.4,1
2c9661b6-e408-4e01-99e7-9d461ba84647,2026-08-05T09:18:22.905810Z,PM-42-EAST,6.99,5.09,4748,0.317,39.1,1
ad3b69ba-a094-455e-b79b-9b08db0c97c8,2026-08-04T21:27:22.905810Z,PM-42-EAST,5.37,3.7,3069,0.104,24.1,0
67037810-4352-4bf3-ab02-87b2c50ee5b9,2026-08-05T08:32:22.905810Z,PM-42-EAST,4.93,3.69,2959,0.145,33.2,0
e2493e08-4470-4163-9e6e-24589c3926e5,2026-08-07T10:37:22.905810Z,PM-42-EAST,4.93,3.14,3135,0.137,16.6,0
fcef7ae0-71ac-4a91-836f-21829f35546c,2026-08-07T21:18:22.905810Z,PM-42-EAST,5.0,3.56,2938,0.083,21.8,0
b5c7d152-34d9-4abc-9ebb-6fe37b97e88f,2026-08-04T23:28:22.905810Z,PM-42-EAST,5.29,3.54,2886,0.142,33.2,0
96a9779e-0d5a-468d-b0c3-55ee3de097a9,2026-08-06T17:12:22.905810Z,PM-42-EAST,5.18,3.33,2905,0.093,28.6,0
19f9798d-a64b-49e0-89fa-5c1b8b47b5cb,2026-08-07T21:24:22.905810Z,PM-42-EAST,4.52,3.71,3039,0.091,20.1,0
4c90fa69-da70-4168-8023-e3e7aeabc992,2026-08-07T16:30:22.905810Z,PM-42-EAST,4.58,3.71,3031,0.114,18.8,0
4766f1fa-7b93-4093-968c-54a05f2e823e,2026-08-05T19:25:22.905810Z,PM-42-EAST,5.29,3.56,2816,0.129,28.9,0
9eb54e43-f48c-4256-9429-0beb4ea1513b,2026-08-05T09:18:22.905810Z,PM-42-EAST,4.83,3.5,2942,0.137,34.3,0
5ef7f46c-7ea8-488f-9fd7-e57c0ee27dca,2026-08-06T06:48:22.905810Z,PM-42-EAST,5.43,3.39,3190,0.072,39.2,0
5d09ebae-0b6a-46ee-bee0-6ec8fbb05bff,2026-08-06T05:46:22.905810Z,PM-42-EAST,5.49,3.02,3053,0.101,29.3,0
1b5778c0-8714-4344-9afb-d45ce54963b8,2026-08-05T22:30:22.905810Z,PM-42-EAST,4.97,3.03,2987,0.051,33.2,0
d04c1cf7-e135-4dbd-81c0-15b1d1fc09a5,2026-08-05T16:38:22.905810Z,PM-42-EAST,4.56,3.61,2818,0.058,16.8,0
22dacccd-7236-4323-93e2-ff502b285145,2026-08-07T14:53:22.905810Z,PM-42-EAST,5.35,3.6,2939,0.087,36.0,0
e0982d4e-ba0a-4728-9b57-f98509d7fe8a,2026-08-05T17:18:22.905810Z,PM-42-EAST,5.41,3.46,2995,0.146,35.5,0
5404bb04-ade1-4ade-a379-805bbf234403,2026-08-07T22:59:22.905810Z,PM-42-EAST,5.21,3.59,2980,0.066,38.4,0
0e1f1197-838d-4bc0-847b-4f8ad9782588,2026-08-06T07:02:22.905810Z,PM-42-EAST,4.81,3.17,2864,0.121,37.6,0
13940663-b34d-4ab0-9183-b540e1cfb67b,2026-08-06T09:09:22.905810Z,PM-42-EAST,5.0,3.38,3109,0.127,15.3,0
900e04bf-af24-413b-9492-c9aaed187dc7,2026-08-06T19:38:22.905810Z,PM-42-EAST,4.61,3.07,3135,0.081,30.1,0
6fa901a5-9ce1-4206-8537-105107e1a6e8,2026-08-05T07:11:22.905810Z,PM-42-EAST,4.63,3.43,3182,0.145,31.8,0
7d69264f-8bbf-4cb5-8cb6-3c26911ca976,2026-08-05T21:00:22.905810Z,PM-42-EAST,5.43,3.53,2860,0.146,21.5,0
f74f37f1-23da-4d21-a966-9f64bbfc3c92,2026-08-07T19:42:22.905810Z,PM-42-EAST,5.03,3.64,3067,0.068,21.5,0
01087654-a60d-4308-881a-d598203cf934,2026-08-07T08:22:22.905810Z,PM-42-EAST,5.38,3.75,2898,0.137,26.2,0
a0935bff-41d8-42ba-87a7-b21e192933d1,2026-08-07T14:18:22.905810Z,PM-42-EAST,7.37,5.54,4240,0.271,21.0,1
d2df2b0d-dd0e-4eda-9957-48e55d41bab5,2026-08-06T21:22:22.905810Z,PM-42-EAST,4.54,3.27,3162,0.141,25.4,0
0c629d9b-73a5-4feb-a6ef-93a38977671a,2026-08-07T22:54:22.905810Z,PM-42-EAST,5.24,3.37,2985,0.052,37.6,0
8969c918-e965-4fb0-b8b3-78518081e949,2026-08-08T10:30:22.905810Z,PM-42-EAST,5.02,3.24,2881,0.072,21.6,0
a108ce0e-85f2-40fb-a8c6-26406219bac1,2026-08-05T16:11:22.905810Z,PM-42-EAST,5.22,3.08,3060,0.15,36.2,0
a65f3569-4662-487b-8189-c500b25daed4,2026-08-06T14:28:22.905810Z,PM-42-EAST,5.08,3.45,3020,0.075,21.5,0
c29d384f-2cf9-45c3-a667-f3150f34a4d6,2026-08-08T11:21:22.905810Z,PM-42-EAST,5.29,3.47,2834,0.094,33.1,0
bb00a35e-da08-4e25-ae62-084d41786e61,2026-08-05T05:50:22.905810Z,PM-42-EAST,4.59,3.32,2912,0.061,21.5,0
989b17e9-7d87-41ea-a6c2-72c17254aea2,2026-08-08T18:46:22.905810Z,PM-42-EAST,4.85,3.38,3181,0.069,31.8,0
044bb565-3fcc-44e4-a508-9979e6f9b34e,2026-08-08T00:42:22.905810Z,PM-42-EAST,5.12,3.51,2879,0.083,22.9,0
6feb4cb1-672b-4646-b95e-9353dd8108e0,2026-08-08T20:38:22.905810Z,PM-42-EAST,7.83,5.71,3895,0.359,21.4,1
827d9dbd-d3d3-43c5-8202-9c0fb43eef4a,2026-08-05T06:34:22.905810Z,PM-42-EAST,5.5,3.7,3109,0.102,30.0,0
fd788cfa-83eb-46b0-97b7-60ee1d91afe5,2026-08-08T06:54:22.905810Z,PM-42-EAST,4.72,3.27,3116,0.109,28.6,0
3a8196ff-7fa4-445a-a32a-a7dbb39af8d2,2026-08-07T12:02:22.905810Z,PM-42-EAST,4.74,3.37,3125,0.076,39.6,0
be3c241f-b9d5-4663-a615-e9e7b947b918,2026-08-09T08:18:22.905810Z,PM-42-EAST,4.65,3.07,3171,0.082,33.9,0
640d94de-cc60-4704-a48d-20d0599f52ca,2026-08-06T13:18:22.905810Z,PM-42-EAST,5.32,3.72,2955,0.139,36.6,0
74ef72f9-ccfa-4d07-8adf-d459c1b94b28,2026-08-09T10:18:22.905810Z,PM-42-EAST,5.18,3.19,2841,0.071,25.2,0
a97bf4e0-bbf6-4119-a895-7cf8aa7f9a2c,2026-08-09T05:12:22.905810Z,PM-42-EAST,5.26,3.73,3091,0.125,19.2,0
b7e53a07-1fee-421d-9018-1c1ec6788462,2026-08-07T15:12:22.905810Z,PM-42-EAST,4.71,3.66,2883,0.142,17.1,0
14a42832-1546-4c12-9dd7-8b9a14b725ba,2026-08-08T12:30:22.905810Z,PM-42-EAST,5.35,3.72,2987,0.067,17.7,0
2729fe55-d17f-43c1-a294-60dd481b6b94,2026-08-07T16:28:22.905810Z,PM-42-EAST,5.07,3.57,2987,0.067,38.4,0
c38065fb-199f-4bcf-9cb8-4c0774fd1dac,2026-08-08T18:18:22.905810Z,PM-42-EAST,5.02,3.63,3058,0.089,35.0,0
9d457992-02d8-4c4d-97fb-6658eb1915f2,2026-08-08T10:40:22.905810Z,PM-42-EAST,5.42,3.14,2952,0.089,21.9,0
d901c2c0-a658-4614-97c3-bec1cc99f2fe,2026-08-09T10:54:22.905810Z,PM-42-EAST,4.71,3.31,3187,0.089,29.5,0
466d79cb-c8a9-492a-9a0e-e193f368c254,2026-08-05T00:21:22.905810Z,PM-42-EAST,4.82,3.27,3061,0.124,22.8,0
f7bdbb06-cc34-4aba-95b9-2b1b58976651,2026-08-05T11:18:22.905810Z,PM-42-EAST,7.42,4.95,4434,0.431,19.9,1
848db302-ac3e-4a70-8f39-22ca1ff178bd,2026-08-04T20:13:22.905810Z,PM-42-EAST,5.2,3.15,3057,0.08,25.9,0
95f94be9-aaac-4951-a30e-3fa0846b5292,2026-08-04T22:30:22.905810Z,PM-42-EAST,4.78,3.28,3026,0.143,32.4,0
10b5e56a-2e74-4550-a677-d08e71b7b24e,2026-08-05T00:49:22.905810Z,PM-42-EAST,4.83,3.45,2852,0.086,32.7,0
d0dbc1a3-a4c7-41ed-a78f-4cb02fe38bcd,2026-08-08T04:52:22.905810Z,PM-42-EAST,5.1,3.25,2855,0.122,32.9,0
a9cb20c8-9ad6-46cf-89f9-bd31e29f132e,2026-08-09T08:33:22.905810Z,PM-42-EAST,4.84,3.41,2889,0.082,37.1,0
bd65bcf7-4866-4f27-aaee-97312c01ead3,2026-08-09T02:38:22.905810Z,PM-42-EAST,4.53,3.49,2806,0.076,18.0,0
88d59819-e4d1-4b68-a6c0-cdeda90a9c93,2026-08-04T23:00:22.905810Z,PM-42-EAST,5.18,3.51,3010,0.114,33.8,0
dffa6171-97d8-42e7-87b0-fcc349baac49,2026-08-09T22:42:22.905810Z,PM-42-EAST,5.23,3.52,3071,0.074,26.7,0
771f0eb7-f735-4c8c-b75a-bb18a462fbf9,2026-08-06T07:38:22.905810Z,PM-42-EAST,4.71,3.79,2868,0.144,25.3,0
2d4dc554-9548-4b00-b89c-2436edc58c92,2026-08-06T19:38:22.905810Z,PM-42-EAST,5.35,3.19,3029,0.116,36.5,0
3410a360-8a91-48e5-b8e3-9a2b71ab27f8,2026-08-09T11:30:22.905810Z,PM-42-EAST,5.4,3.08,3144,0.133,18.2,0
6f8848e4-bca0-4d1f-b7cc-102f3707936d,2026-08-05T04:14:22.905810Z,PM-42-EAST,5.48,3.71,3072,0.111,32.0,0
16f59230-4c3d-447f-b9f1-abba68d0e454,2026-08-08T01:29:22.905810Z,PM-42-EAST,5.43,3.33,2854,0.135,36.2,0
06d0cc9b-b41d-40f2-8efd-69932091697e,2026-08-10T09:18:22.905810Z,PM-42-EAST,4.73,3.37,2825,0.119,16.8,0
4598139c-2d27-4f63-bc34-f3f51f91af32,2026-08-08T00:18:22.905810Z,PM-42-EAST,4.75,3.54,3075,0.13,23.9,0
fb613392-7b7d-42af-b500-f7e4e4ec008b,2026-08-05T14:30:22.905810Z,PM-42-EAST,4.66,3.16,2806,0.122,20.9,0
35878d92-7d3f-4f12-8290-96964712abcc,2026-08-08T03:57:22.905810Z,PM-42-EAST,6.8,5.46,4378,0.386,33.2,1
bc72eb4a-71a5-4791-bc78-d22980a2513f,2026-08-09T05:14:22.905810Z,PM-42-EAST,5.07,3.67,3053,0.096,21.3,0
db6ac64c-02b0-4d25-bff3-52ba74543eb8,2026-08-08T02:42:22.905810Z,PM-42-EAST,4.67,3.79,2900,0.127,26.6,0
1506f7d9-c69a-4596-b523-60c82e57fbcf,2026-08-10T05:18:22.905810Z,PM-42-EAST,4.86,3.63,2846,0.127,39.2,0
3d96d63a-7a13-4a48-acd7-bdb07e322c64,2026-08-06T16:40:22.905810Z,PM-42-EAST,4.73,3.11,2873,0.091,22.2,0
c4adacc0-25a7-43f5-8d7e-54f090af157e,2026-08-05T08:06:22.905810Z,PM-42-EAST,5.01,3.61,2871,0.101,18.2,0
1cea7f88-6fce-4ed1-a531-06c09c49d479,2026-08-06T14:51:22.905810Z,PM-42-EAST,5.3,3.15,2875,0.101,36.0,0
c572f2d9-f612-4491-959d-0fe8cc8ccf7a,2026-08-06T12:38:22.905810Z,PM-42-EAST,5.43,3.16,3064,0.053,34.2,0
6c903640-6904-47f5-8fd8-bdb4ba7cf5d3,2026-08-05T16:18:22.905810Z,PM-42-EAST,4.68,3.65,2902,0.084,33.5,0
df6049d4-8814-437a-ad41-62ff4bb9e822,2026-08-04T22:18:22.905810Z,PM-42-EAST,4.74,3.09,3147,0.131,31.5,0
6cf5843f-4c99-4431-887f-82cf10c7c6b6,2026-08-09T12:17:22.905810Z,PM-42-EAST,6.56,5.55,4673,0.264,17.2,1
16cb71c0-9b95-4aaa-bc20-c7c35155643a,2026-08-05T22:10:22.905810Z,PM-42-EAST,4.55,3.45,3102,0.063,33.8,0
33ff9bb6-0c02-49fc-b9d2-7c3a01043885,2026-08-09T16:30:22.905810Z,PM-42-EAST,5.33,3.26,2888,0.088,18.4,0
5e2788ca-1fc2-46a5-8c6d-f2d1cf1b3e5b,2026-08-05T01:18:22.905810Z,PM-42-EAST,4.85,3.72,3116,0.111,31.2,0
d0b48c31-de8b-4d6c-9ac0-f603402525f2,2026-08-06T20:20:22.905810Z,PM-42-EAST,4.63,3.75,3199,0.054,31.5,0
713630c6-a696-47a1-be9e-5124b87a2f0f,2026-08-07T10:12:22.905810Z,PM-42-EAST,5.4,3.53,3029,0.111,37.9,0
4269e0d7-d80f-46c5-b374-9e4a99a7b042,2026-08-07T18:48:22.905810Z,PM-42-EAST,5.49,3.43,2904,0.077,36.8,0
aa66e389-e8d5-4a9a-8523-35cef79e530e,2026-08-06T18:42:22.905810Z,PM-42-EAST,5.41,3.73,2909,0.082,17.1,0
951c6975-8810-48c9-bbbc-cf505417255a,2026-08-10T11:03:22.905810Z,PM-42-EAST,5.15,3.21,2998,0.062,18.8,0
cc70b292-1637-48dd-a98a-1f2b07884823,2026-08-06T00:02:22.905810Z,PM-42-EAST,5.27,3.75,3183,0.128,35.4,0
37aa53ae-2f4f-41e7-b22b-70571d91bd57,2026-08-07T20:48:22.905810Z,PM-42-EAST,5.47,3.27,2897,0.078,21.8,0
61d9d3b3-8e9b-4c83-a3c2-fa70a568f92c,2026-08-10T05:18:22.905810Z,PM-42-EAST,5.23,3.36,2847,0.134,32.2,0
5d4225f6-a7dc-43af-b0ec-2dd326b920b2,2026-08-07T04:54:22.905810Z,PM-42-EAST,5.36,3.06,2918,0.134,37.8,0
f79578b5-8e2f-440e-ba06-55ca42d4fba1,2026-08-10T23:58:22.905810Z,PM-42-EAST,4.58,3.75,2964,0.08,35.0,0
9fe4b891-39dc-44ad-9a24-ff0ce3110073,2026-08-10T07:48:22.905810Z,PM-42-EAST,5.19,3.14,2895,0.149,29.8,0
580d2095-d5f2-4b19-8f70-0ad577343ea7,2026-08-11T13:18:22.905810Z,PM-42-EAST,5.1,3.36,2833,0.07,25.3,0
57476ee6-df11-4435-b398-bf3364a5b7ca,2026-08-05T02:36:22.905810Z,PM-42-EAST,4.89,3.49,3045,0.099,24.3,0
2a5e29ac-c9fa-4d2b-a182-24920e15d5da,2026-08-07T18:30:22.905810Z,PM-42-EAST,5.21,3.35,2973,0.143,33.2,0
2a96bd83-0935-44c0-b13d-977b581bf0a8,2026-08-09T17:38:22.905810Z,PM-42-EAST,5.08,3.49,3186,0.101,16.6,0
0f390bf8-0b69-4637-9fc7-16dc882829bd,2026-08-09T00:46:22.905810Z,PM-42-EAST,5.27,3.76,3082,0.132,17.7,0
73428b5a-fbe3-4a50-8a1e-9ffa91f303fb,2026-08-06T11:27:22.905810Z,PM-42-EAST,4.61,3.56,2879,0.085,17.9,0
34d75a1b-0823-4607-bd74-691287ee6ecf,2026-08-08T08:14:22.905810Z,PM-42-EAST,5.04,3.79,3196,0.084,23.3,0
b128746a-c7aa-4eda-a1fe-9d0fa87d4d7f,2026-08-09T17:35:22.905810Z,PM-42-EAST,4.81,3.43,3178,0.087,16.1,0
6d36331c-dd54-463c-90d8-06c137856795,2026-08-05T12:18:22.905810Z,PM-42-EAST,5.35,3.39,3196,0.135,37.6,0
630593c6-41ad-4ce8-a84f-9bc2f5fc3c9a,2026-08-11T07:13:22.905810Z,PM-42-EAST,4.96,3.72,3084,0.105,18.8,0
ffc9bcb8-c6b4-4315-9344-034635ad222a,2026-08-11T05:06:22.905810Z,PM-42-EAST,5.36,3.68,2828,0.09,31.0,0
7fdf4a29-fe54-44ad-a333-949170d2b873,2026-08-08T23:06:22.905810Z,PM-42-EAST,4.54,3.56,2888,0.062,37.7,0
